"url","address","capital_value","land_value","improvement_value","price","price_on","decade_built","category_type","building_construction","building_condition","num_bedrooms","bath_estimate","num_bathrooms","bed_estimate","floor_area","land_area","has_deck","contour","suburb_name","view_scope","view_type","lat","lng","distance_total_transit","distance_walking_transit","duration_transit","distance_total_driving","distance_walking_driving","duration_driving","distance_total_bicycling","distance_walking_bicycling","duration_bicycling","distance_total_supermarket","duration_supermarket"
"","<redacted>",382000,209000,188000,465000,"2017-10-29 00:00:00",1950,"house","BT","AA",NULL,1,NULL,3,110,538,0,"level","Avalon","none","none",-41.190187998402756,174.95468341258396,23704,878,3303,23704,878,3303,23704,878,3303,23704,3303
"","<redacted>",678000,290000,393000,737000,"2017-10-22 00:00:00",1910,"house","WI","AA",4,2,NULL,4,160,345,1,"level","Petone","none","none",-41.21604100245403,174.87200120654092,13985,868,2201,13985,868,2201,13985,868,2201,13985,2201
"","<redacted>",500000,169000,342000,528000,"2017-10-22 00:00:00",2010,"house","WI","GG",3,1,NULL,3,109,301,0,"level","Avalon","none","none",-41.19449074468443,174.9440339229668,24741,809,3038,24741,809,3038,24741,809,3038,24741,3038
"","<redacted>",468000,141000,323000,613000,"2017-10-30 00:00:00",2000,"townhouse","XI","GG",3,2,NULL,3,144,224,1,"level","Karori","slight","other",-41.29647863622205,174.7259836973377,9458,1044,2488,9458,1044,2488,9458,1044,2488,9458,2488
"","<redacted>",620000,324000,298000,629000,"2017-10-25 00:00:00",1940,"house","BT","AA",3,1,NULL,3,100,591,1,"level","Epuni","none","none",-41.206185149582616,174.92720687041208,19785,1049,2868,19785,1049,2868,19785,1049,2868,19785,2868
"","<redacted>",712000,341000,378000,1017500,"2017-10-23 00:00:00",1900,"house","WI","AA",NULL,2,NULL,3,145,603,1,"easy_to_moderate_rise","Kelburn","moderate","other",-41.2868259563604,174.7590941644685,5160,432,1425,5160,432,1425,5160,432,1425,5160,1425
"","<redacted>",508000,191000,312000,698000,"2017-10-31 00:00:00",1960,NULL,"WT","GG",NULL,2,NULL,3,140,764,0,"steep_rise","Wilton",NULL,NULL,-41.26699802191306,174.76730973431293,9104,959,2618,9104,959,2618,9104,959,2618,9104,2618
"","<redacted>",606000,202000,400000,901000,"2017-10-24 00:00:00",1920,"house","WI","AG",NULL,2,NULL,3,130,499,1,"steep_rise","Island bay","moderate","other",-41.334295931574054,174.78009468193778,5356,660,1366,5356,660,1366,5356,660,1366,5356,1366
"","<redacted>",755000,425000,333000,1018000,"2017-10-29 00:00:00",1910,"house","WI","GA",NULL,2,NULL,3,130,411,1,"easy_to_moderate_rise","Wadestown",NULL,"water",-41.25750629077593,174.7710742077132,4981,261,1287,4981,261,1287,4981,261,1287,4981,1287
"","<redacted>",505000,246000,264000,530000,"2017-10-31 00:00:00",1910,"house","CT","AA",NULL,1,NULL,3,100,354,0,"level","Petone","none","none",-41.215909685015525,174.87249929529023,14219,1102,2370,14219,1102,2370,14219,1102,2370,14219,2370
"","<redacted>",372000,170000,213000,527000,"2017-10-23 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,80,513,0,"easy_to_moderate_fall","Paparangi","moderate","other",-41.206930679217656,174.82039100247425,14660,375,3244,14660,375,3244,14660,375,3244,14660,3244
"","<redacted>",312000,100000,228000,404000,"2017-10-26 00:00:00",NULL,"house","XX","AA",4,1,NULL,3,140,506,0,"easy_to_moderate_rise","Wainuiomata","none","none",-41.286494774380465,174.95129540604958,29318,474,3800,29318,474,3800,29318,474,3800,29318,3800
"","<redacted>",307000,135000,174000,419000,"2017-10-22 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,90,809,1,"level","Wainuiomata","none","none",-41.26210472075741,174.944575280844,25529,820,3534,25529,820,3534,25529,820,3534,25529,3534
"","<redacted>",713000,422000,298000,993000,"2017-10-26 00:00:00",1920,"house","WI","GA",3,2,NULL,3,150,564,1,"level","Karori","none","none",-41.280042301580245,174.75347619532326,5730,433,1482,5730,433,1482,5730,433,1482,5730,1482
"","<redacted>",494000,157000,342000,547500,"2017-10-29 00:00:00",1950,"house","WI","AA",3,2,NULL,3,170,819,1,"easy_to_moderate_rise","Pinehaven",NULL,"other",-41.160089225646324,175.00849216043218,31685,2122,4440,31685,2122,4440,31685,2122,4440,31685,4440
"","<redacted>",477000,181000,296000,656510,"2017-10-31 00:00:00",2000,"townhouse","XI","GG",3,2,NULL,3,139,143,1,"steep_rise","Khandallah","moderate","water",-41.2557370579367,174.80144510171317,6262,625,1631,6262,625,1631,6262,625,1631,6262,1631
"","<redacted>",569000,227000,340000,811000,"2017-10-27 00:00:00",1920,"house","WI","AA",NULL,2,NULL,3,123,277,1,"level","Berhampore","none","none",-41.32025129368829,174.76881777948944,4320,445,1069,4320,445,1069,4320,445,1069,4320,1069
"","<redacted>",546000,212000,339000,625000,"2017-10-31 00:00:00",1940,"house","BT","AF",NULL,1,NULL,3,130,546,0,"level","Epuni","none","none",-41.21475142626881,174.92159022218632,18777,745,2698,18777,745,2698,18777,745,2698,18777,2698
"","<redacted>",492000,161000,338000,713500,"2017-10-25 00:00:00",1980,"house","FT","AA",4,2,NULL,4,220,570,1,"easy_to_moderate_rise","Grenada village",NULL,"other",-41.20973789368858,174.8258924283393,15520,784,3653,15520,784,3653,15520,784,3653,15520,3653
"","<redacted>",461000,282000,176000,589000,"2017-10-31 00:00:00",1960,"house","XI","AA",NULL,1,NULL,3,100,636,0,"level","Karori","none","none",-41.27851892053759,174.7423139609115,6612,1170,2024,6612,1170,2024,6612,1170,2024,6612,2024
"","<redacted>",749000,248000,502000,1410000,"2017-10-29 00:00:00",1930,"house","WI","GA",5,2,NULL,4,202,848,0,"easy_to_moderate_fall","Ngaio","moderate","other",-41.24537863454775,174.77299840959446,8276,700,1976,8276,700,1976,8276,700,1976,8276,1976
"","<redacted>",539000,207000,336000,608000,"2017-10-28 00:00:00",1970,"house","WI","AA",3,2,NULL,3,150,903,1,"steep_rise","Kelson","moderate","water",-41.19036285202629,174.93170045104097,23280,404,3235,23280,404,3235,23280,404,3235,23280,3235
"","<redacted>",233000,100000,135000,239000,"2017-10-30 00:00:00",1960,"house","XA","AA",NULL,1,NULL,3,160,809,0,NULL,"Wainuiomata",NULL,NULL,-41.27202705783245,174.95437312732136,28022,430,3684,28022,430,3684,28022,430,3684,28022,3684
"","<redacted>",537000,211000,326000,665000,"2017-10-27 00:00:00",1970,"house","BT","AA",NULL,3,NULL,4,290,880,1,"easy_to_moderate_rise","Silverstream","slight","other",-41.15217960654552,175.0158199156278,30295,1494,3670,30295,1494,3670,30295,1494,3670,30295,3670
"","<redacted>",716000,224000,492000,902000,"2017-10-23 00:00:00",2010,"house","WI","GG",4,NULL,NULL,NULL,163,199,1,"level","Newtown","none","none",-41.308875723271846,174.78650018511004,3476,488,987,3476,488,987,3476,488,987,3476,987
"","<redacted>",488000,215000,282000,670000,"2017-10-27 00:00:00",1930,"house","WI","AA",NULL,1,NULL,3,90,822,0,"steep_rise","Miramar",NULL,"other",-41.31313531950523,174.82683416671077,7760,209,1439,7760,209,1439,7760,209,1439,7760,1439
"","<redacted>",653000,340000,329000,965000,"2017-10-29 00:00:00",1920,"house","WI","AA",NULL,2,NULL,4,170,746,1,"easy_to_moderate_rise","Ngaio","slight","other",-41.249218505683665,174.77248077220787,7214,310,1887,7214,310,1887,7214,310,1887,7214,1887
"","<redacted>",517000,299000,223000,740000,"2017-10-25 00:00:00",1920,"house","WT","AA",3,2,NULL,3,123,437,0,"steep_fall","Brooklyn","slight","water",-41.305910816151,174.7562992378033,3744,1024,1399,3744,1024,1399,3744,1024,1399,3744,1399
"","<redacted>",587000,426000,162000,681000,"2017-10-27 00:00:00",1950,"house","RI","AA",NULL,2,NULL,3,140,531,1,"level","Hutt central","none","none",-41.21423343310978,174.9153332965129,20126,721,3004,20126,721,3004,20126,721,3004,20126,3004
"","<redacted>",559000,210000,351000,658000,"2017-10-25 00:00:00",1970,"house","BI","AA",NULL,2,NULL,3,140,736,0,"steep_rise","Maungaraki","moderate","water",-41.20989951145506,174.87875246047764,15886,480,3168,15886,480,3168,15886,480,3168,15886,3168
"","<redacted>",530000,233000,304000,601000,"2017-10-27 00:00:00",1960,"house","WT","FP",NULL,2,NULL,3,150,604,1,"level","Maungaraki","moderate","water",-41.20089986445602,174.88121594205086,20180,366,3404,20180,366,3404,20180,366,3404,20180,3404
"","<redacted>",541000,218000,336000,823650,"2017-10-31 00:00:00",1920,"house","WT","GA",NULL,2,NULL,3,150,506,1,"level","Karori","slight","other",-41.28684816045272,174.72976491774986,8052,715,2000,8052,715,2000,8052,715,2000,8052,2000
"","<redacted>",640000,425000,226000,735000,"2017-10-28 00:00:00",1930,"house","WI","AA",NULL,2,NULL,3,140,531,1,"level","Woburn","none","none",-41.21666764221758,174.91807797171836,18496,818,2770,18496,818,2770,18496,818,2770,18496,2770
"","<redacted>",301000,162000,145000,352155,"2017-10-29 00:00:00",1940,"house","WF","AA",NULL,1,NULL,3,80,662,0,"level","Naenae","none","none",-41.19708139936871,174.96370306623567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",592000,488000,105000,740000,"2017-10-28 00:00:00",1930,"house","WI","GA",4,2,NULL,4,180,759,1,"level","Waterloo","none","none",-41.214859496578214,174.92230278444038,18620,623,2561,18620,623,2561,18620,623,2561,18620,2561
"","<redacted>",611000,310000,308000,652000,"2017-10-27 00:00:00",1960,"house","XI","AA",NULL,1,NULL,3,130,535,1,"level","Waterloo","none","none",-41.223363101333725,174.92605066709152,21456,1012,2995,21456,1012,2995,21456,1012,2995,21456,2995
"","<redacted>",518000,246000,276000,752000,"2017-10-30 00:00:00",2000,"house","WI","GG",NULL,1,NULL,3,100,301,0,"level","Island bay","none","none",-41.3405470480059,174.77494820828022,6881,382,1380,6881,382,1380,6881,382,1380,6881,1380
"","<redacted>",631000,231000,414000,900000,"2017-10-29 00:00:00",1890,"house","WI","AA",NULL,2,NULL,3,140,243,1,"steep_fall","Aro valley","slight","other",-41.29657894397507,174.76879684992957,1454,1037,865,1454,1037,865,1454,1037,865,1454,865
"","<redacted>",682000,284000,407000,924000,"2017-11-02 00:00:00",1930,"house","WT","AA",3,2,NULL,3,143,461,0,"level","Karori","none","none",-41.28615234143515,174.73795175082188,7126,922,1857,7126,922,1857,7126,922,1857,7126,1857
"","<redacted>",808000,254000,558000,1108000,"2017-10-29 00:00:00",2000,"house","WI","GG",3,2,NULL,4,172,413,1,"easy_to_moderate_rise","Northland","moderate","water",-41.27946894309143,174.75998724813465,3986,432,1276,3986,432,1276,3986,432,1276,3986,1276
"","<redacted>",837000,447000,385000,1535000,"2017-10-29 00:00:00",1940,"house","XT","AA",4,2,NULL,4,240,617,1,"level","Lyall bay",NULL,"water",-41.33651669074714,174.7945681295498,7170,290,1770,7170,290,1770,7170,290,1770,7170,1770
"","<redacted>",293000,97000,202000,406000,"2017-10-31 00:00:00",1950,"house","WI","AA",2,1,NULL,2,72,286,0,"easy_to_moderate_rise","Tawa","none","none",-41.16624713673815,174.82059060924314,17548,1154,2778,17548,1154,2778,17548,1154,2778,17548,2778
"","<redacted>",514000,165000,363000,647000,"2017-10-29 00:00:00",2000,"house","RT","GG",NULL,2,NULL,4,180,229,1,"easy_to_moderate_fall","Johnsonville","none","none",-41.21875896488049,174.80480726236362,12186,367,2602,12186,367,2602,12186,367,2602,12186,2602
"","<redacted>",329000,153000,190000,344000,"2017-11-02 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,90,884,0,"level","Stokes valley","none","none",-41.17095392227954,174.9828121996971,30339,580,3896,30339,580,3896,30339,580,3896,30339,3896
"","<redacted>",873000,402000,472000,1176000,"2017-10-26 00:00:00",1960,"house","WT","AA",NULL,2,NULL,4,180,569,1,"level","Karori","slight","other",-41.28301848645622,174.74749243940846,6398,956,1822,6398,956,1822,6398,956,1822,6398,1822
"","<redacted>",296000,145000,153000,330000,"2017-11-02 00:00:00",1940,"house","BT","FA",NULL,1,NULL,3,90,625,0,"level","Naenae","none","none",-41.21240728415507,174.95123336378845,21803,522,3178,21803,522,3178,21803,522,3178,21803,3178
"","<redacted>",363000,139000,230000,559000,"2017-10-27 00:00:00",1970,"house","WI","GG",NULL,1,NULL,3,130,749,1,"easy_to_moderate_fall","Newlands","slight","other",-41.22769841147849,174.8136747509593,11141,517,2537,11141,517,2537,11141,517,2537,11141,2537
"","<redacted>",398000,172000,227000,522000,"2017-11-01 00:00:00",1950,"house","BI","AA",NULL,1,NULL,3,150,1953,1,"easy_to_moderate_rise","Wainuiomata","moderate","other",-41.27573364075155,174.96370236423434,31463,430,3966,31463,430,3966,31463,430,3966,31463,3966
"","<redacted>",530000,218000,321000,549000,"2017-11-03 00:00:00",1960,"house","WI","GG",NULL,2,NULL,3,140,895,1,"level","Maungaraki","slight","water",-41.2049289586975,174.8792968528857,17094,733,3457,17094,733,3457,17094,733,3457,17094,3457
"","<redacted>",990000,634000,361000,1401000,"2017-11-03 00:00:00",1900,"house","WI","GG",4,2,NULL,3,160,1271,1,"easy_to_moderate_rise","Houghton bay",NULL,"water",-41.337146060951625,174.78710005833483,7372,500,1742,7372,500,1742,7372,500,1742,7372,1742
"","<redacted>",449000,177000,279000,499000,"2017-11-03 00:00:00",1970,"house","WI","AA",3,2,NULL,4,188,825,1,"level","Stokes valley","slight","other",-41.19157751180144,174.98639496777497,30932,455,4063,30932,455,4063,30932,455,4063,30932,4063
"","<redacted>",574000,308000,267000,903000,"2017-10-29 00:00:00",1900,"house","WI","AA",NULL,1,NULL,3,120,559,1,"level","Island bay","none","none",-41.334997340878964,174.77527303421286,6880,515,1418,6880,515,1418,6880,515,1418,6880,1418
"","<redacted>",532000,244000,302000,540000,"2017-11-06 00:00:00",1970,"house","WI","AA",3,1,NULL,3,90,757,1,"level","Maungaraki","slight","water",-41.207544831393946,174.87595105410463,17100,740,3295,17100,740,3295,17100,740,3295,17100,3295
"","<redacted>",656000,223000,437000,749000,"2017-11-01 00:00:00",2000,"house","PI","GG",NULL,2,NULL,4,246,874,1,"easy_to_moderate_fall","Kelson",NULL,"other",-41.17420928529516,174.93982838335268,25612,642,3801,25612,642,3801,25612,642,3801,25612,3801
"","<redacted>",335000,173000,170000,405000,"2017-10-29 00:00:00",1940,"house","WT","AA",NULL,1,NULL,3,80,588,0,"level","Taita","none","none",-41.18701826793882,174.94754416748853,24022,1262,3232,24022,1262,3232,24022,1262,3232,24022,3232
"","<redacted>",668000,300000,375000,1357000,"2017-11-07 00:00:00",1940,"house","XX","AA",4,2,NULL,4,185,715,0,"level","Lyall bay","none","none",-41.325000680518414,174.7934506277491,6504,714,1742,6504,714,1742,6504,714,1742,6504,1742
"","<redacted>",462000,111000,364000,672380,"2017-11-04 00:00:00",2000,"house","WI","GG",3,2,NULL,3,133,207,0,"level","Newlands","none","none",-41.22334680290863,174.8297777964405,12418,664,2697,12418,664,2697,12418,664,2697,12418,2697
"","<redacted>",470000,246000,231000,587000,"2017-11-01 00:00:00",1930,"house","WI","AG",3,1,NULL,3,117,304,1,"level","Waiwhetu","none","none",-41.21840180763977,174.91584613012628,18212,688,2715,18212,688,2715,18212,688,2715,18212,2715
"","<redacted>",548000,146000,406000,788000,"2017-11-03 00:00:00",1990,"house","WI","GG",NULL,2,NULL,4,160,295,1,"steep_rise","Ngaio","slight","other",-41.2554063204004,174.77397770364666,7934,356,1911,7934,356,1911,7934,356,1911,7934,1911
"","<redacted>",517000,144000,377000,638000,"2017-11-05 00:00:00",NULL,"house","WI","GG",NULL,2,NULL,4,180,1146,1,"level","Stokes valley","slight","other",-41.17599023298728,174.99028952766417,31791,742,4140,31791,742,4140,31791,742,4140,31791,4140
"","<redacted>",600000,290000,328000,987000,"2017-11-05 00:00:00",1920,"house","WI","AA",NULL,1,NULL,3,120,409,1,"steep_fall","Northland","none","none",-41.28132286995917,174.75779864875474,5691,628,1692,5691,628,1692,5691,628,1692,5691,1692
"","<redacted>",510000,221000,304000,680000,"2017-11-06 00:00:00",1990,"house","RT","AA",3,2,NULL,4,174,822,1,"level","Churton park","moderate","other",-41.20357187738402,174.8117154943565,15607,504,3722,15607,504,3722,15607,504,3722,15607,3722
"","<redacted>",393000,161000,235000,659000,"2017-11-05 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,130,460,0,"easy_to_moderate_fall","Paparangi","slight","other",-41.21605904564541,174.81403435535384,13454,387,2883,13454,387,2883,13454,387,2883,13454,2883
"","<redacted>",469000,202000,271000,557000,"2017-11-06 00:00:00",1970,"house","WT","AA",NULL,1,NULL,3,140,569,1,"easy_to_moderate_rise","Kelson","slight","water",-41.179272374953676,174.9360271822635,24080,374,3341,24080,374,3341,24080,374,3341,24080,3341
"","<redacted>",375000,156000,215000,507000,"2017-11-04 00:00:00",1980,"house","FI","GG",NULL,2,NULL,3,150,635,1,"level","Wainuiomata","slight","other",-41.25534633490026,174.92947408361425,25771,1029,4098,25771,1029,4098,25771,1029,4098,25771,4098
"","<redacted>",617000,430000,190000,968000,"2017-10-31 00:00:00",1960,"house","WT","GG",3,2,NULL,4,190,539,0,"easy_to_moderate_fall","Khandallah","none","none",-41.24386687761325,174.7863498279218,10128,518,2228,10128,518,2228,10128,518,2228,10128,2228
"","<redacted>",743000,253000,496000,731000,"2017-11-07 00:00:00",2010,"house","XI","GG",NULL,2,NULL,4,227,918,0,"level","Belmont","slight","other",-41.1954592983212,174.91620246277344,18912,2510,4077,18912,2510,4077,18912,2510,4077,18912,4077
"","<redacted>",721000,319000,419000,706000,"2017-11-03 00:00:00",1940,"house","WI","AA",NULL,2,NULL,4,200,841,1,"steep_rise","Lowry bay","moderate","water",-41.2630940239517,174.91495779248612,20166,500,3122,20166,500,3122,20166,500,3122,20166,3122
"","<redacted>",419000,160000,262000,652000,"2017-10-30 00:00:00",1940,"house","WF","AA",NULL,1,NULL,3,120,524,0,"steep_fall","Karori","moderate","other",-41.284133249777526,174.73230859443706,8814,911,2280,8814,911,2280,8814,911,2280,8814,2280
"","<redacted>",580000,196000,383000,733000,"2017-11-01 00:00:00",1970,"house","WI","AA",4,2,NULL,4,230,830,1,"easy_to_moderate_rise","Harbour view","none","none",-41.20298714444387,174.89495838852963,18051,1650,3466,18051,1650,3466,18051,1650,3466,18051,3466
"","<redacted>",404000,210000,197000,596000,"2017-10-30 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,130,625,1,"easy_to_moderate_rise","Tawa","moderate","other",-41.18155049963302,174.818545818426,16842,1388,2955,16842,1388,2955,16842,1388,2955,16842,2955
"","<redacted>",755000,315000,447000,946000,"2017-10-30 00:00:00",1930,"house","WI","GA",NULL,2,NULL,4,200,455,0,"level","Island bay","slight","other",-41.32930205617837,174.77863419758458,4739,1224,1546,4739,1224,1546,4739,1224,1546,4739,1546
"","<redacted>",230000,79000,158000,354000,"2017-11-01 00:00:00",1920,"house","WW","AA",3,1,NULL,3,114,819,1,"level","Wainuiomata","none","none",-41.26370043675689,174.9598127630611,28189,1539,4126,28189,1539,4126,28189,1539,4126,28189,4126
"","<redacted>",493000,146000,356000,639000,"2017-11-01 00:00:00",2000,"townhouse","XI","GG",4,2,NULL,3,178,167,1,"level","Karori","slight","other",-41.290474993814136,174.72817070908647,9479,1064,2514,9479,1064,2514,9479,1064,2514,9479,2514
"","<redacted>",514000,355000,161000,714217,"2017-11-01 00:00:00",1900,"house","WI","AA",NULL,1,NULL,3,110,402,0,"easy_to_moderate_rise","Hataitai","moderate","other",-41.30592823044139,174.79332844720395,2387,357,808,2387,357,808,2387,357,808,2387,808
"","<redacted>",343000,147000,205000,494500,"2017-11-01 00:00:00",1950,"house","FT","AA",NULL,1,NULL,3,80,293,1,"level","Johnsonville","none","none",-41.23214054664591,174.8036113082968,12742,991,2887,12742,991,2887,12742,991,2887,12742,2887
"","<redacted>",473000,168000,301000,705000,"2017-11-06 00:00:00",1990,"house","PI","GG",NULL,2,NULL,4,180,699,1,"easy_to_moderate_fall","Tawa",NULL,"other",-41.16475924936557,174.81759703531125,19180,1629,3500,19180,1629,3500,19180,1629,3500,19180,3500
